id_1,id_2
24655,18701
24655,25477
24655,36747
24655,15806
24655,27268
24655,4193
24655,418
24655,13581
24655,25967
24655,36648
24655,1070
24655,19222
24655,4011
24655,17152
24655,12929
24655,33303
24655,1109
24655,15407
24655,33856
24655,36914
35,23589
35,35773
35,15270
35,17013
35,3922
35,25652
35,11279
35,3153
35,18274
35,31890
35,5300
35,8635
35,308
35,19540
35,25218
35,15074
35,21142
35,6506
35,29982
35,20363
35,18638
35,31126
35,7562
35,34766
35,33813
35,30543
35,16599
36,35523
36,35773
36,16282
36,37049
36,18638
36,27363
36,11279
36,3153
36,16119
36,26293
36,20880
36,24953
36,8635
36,24343
36,28814
36,23690
36,32459
36,35616
36,20363
36,7740
36,9051
36,34840
36,27367
6073,11635
6073,896
6073,32126
6073,4382
6073,11079
6073,8784
6073,22104
6073,24654
6073,27966
38,717
38,23060
38,253
38,22452
38,1766
38,36746
38,14701
38,25314
38,10281
38,23783
38,8409
38,18028
38,1524
38,9804
38,34992
38,11439
38,34536
38,3491
38,26644
38,9677
38,31518
38,1396
38,32139
38,29886
38,26196
38,11175
38,13632
38,13189
38,32309
38,23838
38,35008
38,5823
38,20191
38,24921
38,29052
38,6301
38,21943
38,3922
38,10595
38,18403
38,18204
38,29218
38,20773
38,36099
38,19744
38,13638
38,10001
38,11041
38,27867
38,25774
38,30002
38,21358
38,3252
38,29387
38,24541
38,8646
38,35388
38,18725
38,37463
38,12506
38,18876
38,22950
38,28930
38,14483
38,5323
38,10320
38,16958
38,30010
38,35371
38,29421
38,16798
38,29557
38,21957
38,32180
38,17230
38,8416
38,31890
38,36628
38,24347
38,12265
38,24033
38,29961
38,13629
38,28322
38,16127
38,22491
38,22024
38,393
38,31756
38,11010
38,30046
38,16321
38,6645
38,29082
38,32821
38,15295
38,5487
38,22642
38,20236
38,8921
38,1264
38,17133
38,25249
38,19459
38,814
38,22415
38,8831
38,14131
38,34426
38,17139
38,22292
38,5506
38,30384
38,11271
38,23711
38,31346
38,33988
38,12393
38,11991
38,24965
38,8360
38,27803
38,1003
38,34563
38,28487
38,22899
38,20836
40,14266
40,31917
40,31890
40,6134
40,3712
41,15936
41,12648
41,22395
41,30403
41,20610
41,15278
41,2300
42,3546
42,23589
42,34953
42,28343
42,5143
42,31731
42,22321
42,6843
42,11051
42,31890
42,26410
42,33643
42,5338
42,5629
42,22267
42,27962
42,14558
42,31695
42,33471
42,37193
42,37578
42,6645
42,540
42,13263
42,30596
42,2297
42,73
42,34447
42,36608
42,7006
42,16350
42,14502
42,6250
42,35523
42,18233
42,11119
42,9349
42,10830
42,37294
42,6185
42,27718
42,7516
42,4210
42,3678
42,1356
42,8172
42,14814
42,20854
42,27370
42,8608
42,35773
42,15684
42,7178
42,13656
42,20436
44,8721
44,29421
45,12703
45,30789
45,31090
24499,9946
24499,34654
24499,9947
24499,25424
24499,12731
24499,31659
24499,18509
24499,24257
24499,15623
24499,9955
24499,27751
24499,18810
24499,18318
24499,25434
24499,3483
24499,9731
24499,33410
24499,592
24499,4292
24499,6641
24499,13177
24499,26639
24499,11124
24499,25739
24499,6854
24499,19222
24499,26644
24499,18100
24499,35472
24499,36163
24499,16496
24499,22836
24499,25307
24499,25454
24499,29360
24499,20478
24499,6005
24499,25887
24499,28591
24499,3789
24499,11617
24499,33324
24499,36621
24499,29052
24499,4451
24499,6301
24499,29055
24499,4819
24499,13439
24499,36971
24499,25128
24499,26979
24499,17066
24499,23264
24499,16797
24499,13638
24499,13354
24499,16959
24499,3374
24499,12876
24499,2804
24499,29536
24499,33602
24499,11927
24499,26839
24499,2078
24499,10154
24499,24744
24499,14400
24499,11010
24499,35806
24499,35773
24499,8177
24499,22669
24499,31217
24499,21787
24499,35089
24499,34564
24499,36659
24499,14108
24499,7027
24499,15066
24499,30948
24499,25477
24499,8753
24499,10025
24499,2816
24499,15940
24499,29243
24499,25061
24499,12003
24499,26538
24499,2252
24499,24939
24499,21101
24499,6631
24499,10487
24499,17917
24499,31890
24499,35872
24499,30199
24499,10157
24499,10347
24499,1103
24499,20303
24499,27803
24499,9051
24499,1696
24499,17419
24499,10574
24499,12542
24499,35890
24499,34774
24499,4712
24499,32710
24499,28130
24499,33012
24499,30979
24499,34620
24499,15313
24499,10956
24499,22459
24499,11279
24499,27196
24499,23690
24499,33366
24499,981
24499,15555
24499,37161
24499,19041
24499,9919
24499,35258
24499,18482
24499,5300
24499,19089
24499,848
24499,21404
24499,12986
24499,5892
24499,27655
24499,32060
24499,33988
24499,4262
24499,368
24499,3712
24499,35468
24499,23209
24499,23767
24499,11573
24499,24935
24499,9008
24499,6827
24499,32415
24499,73
24499,12630
1193,28234
1193,4036
1193,10001
48,35665
48,10595
49,5552
49,26597
49,10269
49,7121
49,33671
50,19222
50,24181
51,34304
51,25741
51,27985
51,18163
51,33950
52,20594
52,25427
52,5496
52,1212
52,22321
52,24661
52,30877
52,25285
52,33671
52,23684
52,29215
52,5845
52,591
52,1132
52,6094
52,5636
52,4013
52,7435
52,2742
52,34429
52,11991
52,8570
52,823
52,24668
52,27803
52,30670
52,30074
52,21607
52,3210
52,18037
52,13112
53,28957
53,21375
22212,6138
54,36103
55,29827
55,5568
55,11051
57,3255
58,14312
58,31890
58,28964
58,18727
58,5218
58,34638
58,23908
59,13761
60,37077
61,6631
61,974
61,18406
61,33643
61,30199
61,73
61,8357
61,35773
61,25146
61,11051
61,35008
61,1095
61,10403
61,23664
61,33128
61,772
61,18233
61,32030
61,31890
61,32876
61,33799
62,30717
63,36607
29946,33671
64,13486
65,30733
65,31890
65,10001
66,13448
66,31890
66,30773
66,21831
67,11497
67,7104
67,29440
67,36652
67,6301
67,14023
67,26706
67,26679
67,3329
67,29889
67,19114
67,19253
67,36628
67,29023
67,10001
67,27037
67,10528
67,29997
67,19222
67,27470
67,31695
67,10574
67,17723
67,27803
67,32753
67,35076
67,12575
68,30030
68,21358
68,4459
68,30297
70,34161
71,20812
71,11244
71,24207
72,18731
72,32161
72,11573
72,11055
72,1353
72,1618
6078,2819
6078,14766
6078,24350
74,31838
74,5880
74,15745
74,23139
74,29645
74,36652
75,10247
75,36652
75,19222
75,7211
75,21029
75,2243
75,1089
75,17854
75,31923
75,10080
75,18790
75,26118
75,16701
75,36828
75,4757
75,9766
75,5754
75,14466
6079,33029
6079,23589
6079,18430
6079,5629
6079,4847
6079,32409
6079,18945
6079,22715
6079,32876
77,3115
79,33601
82,15338
82,33385
83,26110
83,33671
33397,36337
33397,35531
24919,36614
24919,35400
33640,36625
33640,32008
33640,35679
35311,31785
35311,2316
35314,15447
35316,21712
35316,22171
35799,29613
35799,2875
35799,107
35799,2888
35318,24458
16496,31518
16496,37466
16496,37490
16496,28672
16496,35523
16496,35890
16496,30809
16496,36788
16496,37044
16496,36404
16496,35876
35326,37147
23030,31785
23030,37535
8289,37686
8289,37289
8289,19093
8289,35410
35334,35780
35334,18163
24059,35434
35336,18000
35339,37289
24106,31219
35343,26783
35351,36652
35351,25270
35351,37289
35354,1431
35358,30809
35358,35990
35358,37255
35358,29024
35360,30809
35364,33275
35366,36652
35366,37107
4197,35607
35371,35961
35371,36747
32478,29772
24349,37289
24351,36275
24351,37565
24351,37529
24351,37567
12844,36628
12844,25748
12844,36568
35393,36581
35393,37107
35394,18163
24431,25270
24431,30306
7679,36628
35400,35460
35400,37535
35402,35523
35404,35437
35408,36581
35408,36628
35408,14489
35410,3065
35413,35755
35419,32101
35419,36909
35421,37471
35421,36628
27607,36916
27607,27063
35427,36019
24603,36628
35434,18163
35435,34114
35435,36790
35435,36652
35435,35583
35436,37289
35437,35660
35437,37139
24649,37289
24649,35700
24649,36984
24649,26136
24649,37583
24649,35967
18433,30804
35441,36652
35443,18163
35443,36652
19013,18163
35447,36652
24705,36008
24705,18163
34939,35565
34939,36964
24716,29772
24716,35521
24716,37555
24716,32409
24716,36959
24716,35491
24716,37688
35456,36267
35458,36805
35458,34114
35458,36652
35458,35834
35458,29455
35459,35912
30553,26189
35460,35902
35460,36724
35462,36558
21003,36652
35468,35523
35470,35484
35470,35738
31518,36528
31518,12525
31518,16959
31518,37490
31518,37161
31518,36921
31518,37523
31518,27751
31518,37170
31518,12003
31518,36628
31518,36741
31518,35728
31518,35676
31518,36927
31518,36891
31518,35658
31518,15940
31518,34650
31518,37566
31518,30979
35472,36652
35472,36862
35476,35523
1126,35961
1126,37308
37137,36526
37137,18163
35480,36604
35484,31060
24929,35703
29772,35699
29772,2347
29772,30565
29772,36652
29772,35657
29772,37599
29772,26290
35492,31345
35493,34114
18430,36250
18430,35633
18430,36772
35498,37289
35512,36551
35513,30709
35513,35523
35519,18163
35520,18163
34188,36834
34188,36803
35521,37555
35521,32409
35521,36959
35521,35491
35521,37289
35521,36398
35521,8365
35521,25270
35521,37644
35521,36726
35523,35822
35523,12003
35523,36741
35523,2007
35523,37200
35523,31785
35523,37210
35523,36021
35523,15940
35523,37443
35523,36249
35523,23086
35523,36834
35523,22836
35523,20927
35523,36819
35523,37405
35523,37493
35523,27751
35523,30338
35523,37075
35523,37378
35523,36720
35523,23043
35523,37474
35523,36802
35523,36403
9727,36562
9727,36945
9727,36671
9727,36114
9727,27986
9727,27311
9727,37424
35531,35658
14441,36628
34785,36790
34785,36337
34785,36842
34785,36628
34785,37535
34785,36249
12885,36628
12885,36790
12885,36148
12885,11933
25205,36869
35542,34101
35542,18163
35542,36499
35545,35876
35546,36251
35551,37493
30568,36293
35555,18163
35556,36628
35558,35987
35558,36921
35558,36826
35558,36680
35558,27196
35558,1245
35564,36637
23842,37298
4972,33571
35569,37107
35569,37535
35569,21712
35573,18163
35576,27254
35580,36824
35580,36661
35580,37085
36921,36788
36921,22051
36921,37044
36921,37490
35583,37596
35585,36350
26137,18163
35590,35896
35590,36628
35594,36652
35597,36227
2377,18550
2377,18163
35605,37114
35608,37145
35609,36819
9503,2075
9503,36337
14179,36620
14179,25839
35617,35876
35622,18163
35624,36834
35624,37428
35624,25968
22983,30221
14489,30809
14489,37288
35633,36298
35633,24244
35633,37152
25748,36589
25748,35961
25748,36628
25748,37248
35644,3968
35644,18163
35645,35665
35649,36030
25807,36652
30338,36788
30338,18163
29455,36652
25823,36652
35658,18163
25839,36098
25839,37609
25839,36620
25839,36959
25839,36468
25839,34171
25839,26811
25839,36513
25839,19093
25839,35822
25839,32812
35660,36955
35660,36959
35660,37139
35660,35700
30252,35844
25849,36572
25849,37087
25849,35762
25849,35703
25849,36628
25849,36252
35665,35982
35665,36955
35665,36510
35665,37647
35665,36389
35665,19093
35666,36790
35668,36652
35668,36292
35669,36652
35672,36066
25903,36079
25903,37651
35674,36652
35674,37651
35674,18163
33539,36243
35679,35876
35681,27196
35681,36821
35681,37308
35681,18000
35686,36934
35686,30714
35688,37588
107,36142
107,36652
107,2888
26989,36837
35694,37535
26050,20768
35698,35829
35698,36372
35698,37628
23433,36628
35703,36102
35703,35935
35703,36628
35703,6787
35703,19619
19380,37690
35708,35949
35708,35811
35708,18160
35708,36819
18383,37471
35712,37596
24185,37490
26189,18163
26189,30809
26189,36894
10123,36925
10123,36984
35724,36652
35726,36620
11661,36652
35732,36788
26290,37289
35735,24376
35735,37471
35735,31785
35735,36819
35738,36435
35738,5998
35739,36628
35741,36652
35741,15151
26338,35900
35745,22938
35746,18163
26359,34891
26359,36628
35749,35876
23251,37493
23251,36772
26381,35876
26381,18163
26387,36468
35756,36652
35758,36468
29045,20973
35762,14155
35762,36628
35766,37234
35767,20373
35768,18163
12525,37145
12525,36652
12525,36788
16529,37673
35779,18163
35780,37087
35780,36628
35780,36044
35780,36088
26630,36648
10348,35944
35809,35973
29665,36628
24387,35912
35817,37651
35817,36648
35817,35821
35817,37467
35821,36652
35821,35822
35821,37351
35822,23086
35822,36790
35822,36718
35822,37493
35822,35858
35822,35944
35822,34114
35822,37584
35822,36620
35822,25669
35822,36648
35822,2347
35822,37351
35822,36652
35822,36076
35825,36680
16959,37161
26811,36620
35833,36652
35834,34114
35834,36692
35834,36628
30624,37289
30624,36468
35841,36652
35841,36157
24209,18163
35844,15295
35845,36628
35851,36652
35855,18163
35856,36644
35863,16845
35867,18163
35867,25669
35867,37466
18092,37360
1245,37009
27063,8489
27063,14830
35876,28945
35876,30840
35876,30848
35876,35474
35876,36627
35876,37290
35876,37469
35876,37283
35876,36879
35876,33573
35876,36098
35876,37243
35876,37490
35876,9084
35876,37506
35876,36428
35876,36945
35876,14042
35876,36628
35876,36625
35876,36336
35882,14905
35882,36652
35882,36637
35882,18163
27098,34114
35886,36628
35887,36652
35888,37497
28603,15714
28603,18163
35890,33844
35891,18163
35893,37021
35895,36098
35896,37087
35896,37331
3232,36076
35900,9084
35900,36628
35902,36148
35902,37471
27196,36572
27196,37690
27196,30809
27210,18163
35911,36528
35911,36628
35911,36865
35911,31785
35911,37471
35912,18163
35913,35858
27254,36329
35919,29160
35919,36628
35921,36620
31785,35944
31785,36790
31785,8467
31785,37493
31785,24376
31785,36055
31785,27328
35924,36148
35925,36652
35929,36652
35932,35982
27328,18163
35935,14353
27357,36819
35942,36934
35942,37265
35944,36528
35944,30659
14487,18163
21527,36652
35949,5410
35949,36652
35950,36661
13563,20927
13563,36819
35955,36363
35955,37678
35959,34114
35959,18163
35961,20248
35961,36628
35961,36081
27232,37557
32863,36504
35965,30809
35967,2347
35968,36628
35968,18163
35968,36819
35969,18163
35970,37471
35974,34086
35982,34114
35982,30889
35982,36628
36277,37308
36277,36575
35989,36772
35995,36468
35996,18163
5590,36652
5590,18163
748,18160
36008,36761
36008,36628
36008,37513
36008,36055
36009,36720
36011,37028
30319,37044
36016,37624
36018,36035
36018,36628
3517,37289
36025,36444
36027,14905
36027,32453
36027,28663
36028,36652
36030,18163
36037,36468
32334,32008
32334,18163
36043,36541
36044,20251
36045,18163
36049,34114
27978,36468
27978,36717
36052,30306
27986,18163
22972,37415
36055,6326
36055,37577
36055,15940
36055,37263
36057,37289
36062,18163
36063,36628
18550,36652
37439,36628
18160,36652
37690,29669
37690,36628
37690,36528
37690,30809
37690,36819
37690,36573
37690,36314
37690,36790
37690,36275
37690,2316
36079,36652
36081,2730
36081,20373
28180,34114
28180,36572
28180,36652
28180,36628
29160,31122
29160,18163
28201,37289
28201,31219
36088,36717
17107,37107
36098,6558
36098,37310
36098,36292
36098,18163
36098,36468
36098,13355
36101,37074
35858,37360
35858,33548
35858,37351
35858,37584
36105,14905
36105,32132
36113,36319
36114,18163
36123,37289
36123,18163
36127,18163
36128,21009
36128,20402
36128,27785
34292,37228
36130,30809
36130,36628
36131,37628
35868,3858
36134,34114
36141,8365
36144,30809
36144,37490
36147,36652
36150,36628
28549,24442
36154,36628
36156,18163
36157,15539
2075,36511
36161,36652
36164,37213
30714,36468
36176,36758
36176,36670
28672,36788
36182,30408
28704,36761
36186,36652
36191,36628
36196,37107
36200,36652
36203,31345
36203,18163
24264,36652
24264,18163
36212,2347
36212,18163
36223,36652
36224,29543
36224,36988
36227,36652
36228,2347
36229,36560
36230,36278
36230,16223
36234,36652
1866,36652
36238,36652
36238,37289
36238,28234
36239,36628
36239,37576
36239,37577
36241,36652
15856,18163
15856,37489
36243,33507
36244,37145
36041,37461
36249,24394
36250,15151
36250,37432
36250,36819
36251,18163
36252,36589
36252,37087
36252,36628
36254,1020
36254,36148
36257,37529
33878,36790
37467,36628
36262,36652
29182,36350
36269,5749
29195,18163
36271,18163
36273,24371
31841,33844
36275,29669
36275,36628
36275,30809
36288,36652
36293,12602
36293,36819
36293,36336
29669,37021
29669,30809
29669,24382
29669,36806
9831,36772
36298,36790
36298,36772
36298,36652
29360,36628
36302,36628
29385,37302
36304,36628
25669,15940
25669,37027
36318,29543
36318,37557
36319,18335
36319,7124
21615,18163
36334,36628
36336,9084
36337,36581
36337,36685
36337,34958
8085,18163
36343,21712
36343,30809
36195,18163
36353,37462
36353,36379
12003,35616
12003,6558
12003,37161
36363,37678
36365,32943
36365,37194
28234,37289
36370,20248
36090,36837
36090,37503
36374,36652
36374,18163
36377,36925
36377,37678
32132,37471
29876,36581
29876,36528
29876,36802
29876,36628
33564,34114
33564,31248
25535,18163
36389,37289
36389,1622
36396,36532
36398,36620
36398,36652
36398,2347
2436,37541
2436,36652
3065,36834
30979,27751
36408,36581
30055,421
30055,37066
36411,37048
32812,2347
36419,36474
30123,36790
30709,36788
36425,36686
36425,37264
36425,36652
36425,36637
36428,36652
30220,36790
30225,37311
36435,36652
36435,25329
36435,10428
36436,36628
1569,34114
36443,37289
36444,18163
36448,37631
30306,18377
30306,37577
30306,36894
30306,36819
18163,36875
18163,36697
18163,37036
18163,29829
18163,36652
18163,36878
18163,36587
18163,16851
18163,36694
18163,6250
18163,37232
18163,5943
18163,36600
18163,33030
18163,36718
18163,36568
18163,31387
18163,36634
18163,37300
18163,11619
18163,31934
18163,23086
18163,36639
18163,34163
18163,36834
18163,37170
18163,32694
18163,37560
18163,37184
18163,36909
18163,20402
18163,36927
18163,8467
18163,36996
18163,37009
18163,33476
18163,37022
18163,22208
18163,37064
18163,37094
18163,37112
18163,37117
18163,37123
18163,37174
18163,37200
18163,34619
18163,10841
18163,36776
18163,37307
18163,27925
18163,37367
18163,36793
18163,37389
18163,24442
18163,137
18163,25401
18163,3532
18163,37435
18163,36911
18163,37462
18163,37517
18163,37520
18163,36819
18163,37564
18163,30044
18163,36720
9410,31255
16845,37428
36467,24481
36468,37403
36468,37605
36468,32216
36468,19093
36468,33416
36468,5520
14505,36628
36481,30809
36482,33416
36482,37139
36484,30809
36486,36652
36486,37161
30543,36790
36493,36550
33146,36652
36504,37224
20888,37145
36509,35862
36511,36652
36513,36620
36513,36648
36520,19093
36520,36944
2062,36628
36528,36790
36528,36148
36528,36628
36528,37529
36528,31099
36528,37282
36528,36665
36528,37368
36528,36652
36529,37107
36532,37391
34815,36628
29031,37471
29031,24376
30809,18335
30809,31248
30809,36628
30809,15940
30809,36834
30809,37438
30809,36799
30809,36819
30809,37608
30809,37562
36562,36652
36563,36740
36568,36628
15548,23086
18000,37214
36572,36637
36572,22171
36572,5960
31008,37444
36579,36652
36581,37535
36581,36790
36581,37419
36581,37454
36581,37663
36581,36652
31060,37076
31060,36819
31099,6032
31099,36629
31099,24376
31099,36912
17394,37471
17394,36947
17394,36680
21712,37107
36602,37471
31219,36652
31219,35581
31223,36901
15151,35491
15151,37289
31248,34114
36620,36819
36620,36634
36620,19093
36620,36934
36620,37116
36623,36665
36623,26311
36626,36824
36626,29868
36628,37331
36628,37333
36628,36652
36628,26311
36628,30889
36628,28663
36628,36573
36628,24376
36628,37066
36628,33571
36628,36799
36628,36901
36628,37577
36628,37471
36628,32051
36628,36869
36628,37019
36628,37085
36628,2117
36628,16851
36628,36912
36628,37557
36628,37263
36628,37565
36628,37569
36628,37614
36628,37638
36628,37651
36628,37427
36628,2347
36634,36959
36634,2347
36637,36652
36637,37064
36637,36819
36639,37592
31387,5410
31387,36652
31402,34114
31402,24481
36648,14979
36648,37074
36652,37147
36652,35474
36652,37207
36652,36857
36652,37530
36652,36747
36652,37504
36652,36697
36652,31255
36652,20434
36652,36119
36652,37107
36652,31545
36652,36693
36652,29543
36652,34623
36652,31934
36652,36744
36652,37248
36652,37401
36652,37471
36652,36819
36652,37545
36652,30767
36652,32441
36652,36909
36652,36913
36652,33614
36652,36889
36652,37087
36652,30811
36652,37093
36652,37117
36652,37139
36652,34233
36652,34303
36652,22407
36652,37223
36652,36934
36652,12137
36652,35320
36652,15940
36652,37329
36652,29024
36652,37362
36652,22171
36652,37432
36652,37451
36652,37462
36652,36726
36652,33975
36652,37376
36652,31663
36652,33051
36652,37649
36652,25233
36652,37672
36652,37562
36661,35884
36665,25401
36665,33563
36665,36747
36668,19277
36680,36947
36680,36799
36680,37471
36687,37164
36693,37361
36694,36790
9847,36753
5749,37097
36698,31110
36700,36747
36701,37530
36708,36790
31768,35616
36720,37145
21815,37115
36726,32409
36729,27751
36736,37044
12221,37493
12221,36790
36758,36998
36761,36790
36761,36799
36772,32409
36772,37596
36772,36837
36772,37534
36772,37527
36772,37101
8365,29543
8365,37364
8365,37289
8365,3858
36778,36849
14905,36913
32216,2347
36788,32289
36788,37180
36790,30565
36790,33563
36790,37200
36790,29024
36790,23086
36790,32414
36790,31255
36790,30887
36790,36909
36790,36982
36790,37007
6522,34114
24295,34114
36800,37493
13526,32008
13526,22836
20927,37628
20927,20248
20927,36148
15295,36951
36819,32051
36819,37297
36819,37651
36819,37471
36825,37022
36834,37490
36853,35491
37565,34114
36875,37107
36875,37472
36877,34114
32750,37107
36889,37470
36894,2881
24376,37292
6798,36984
36903,34233
31754,36837
36912,34114
36913,18335
36915,25348
36919,32926
36919,31318
6250,37493
36930,34114
36934,30408
36934,2347
36733,37302
36733,37107
24382,37471
10679,37351
6549,37116
32409,35491
36944,19093
36947,37085
36947,37471
36951,37529
36951,5960
36952,37652
36955,36837
36959,2347
36959,36984
33197,37028
18253,37583
35632,37289
36971,29989
15447,33416
15447,36999
33416,22938
11414,34114
37009,37289
37011,37471
13834,37107
37014,37654
37019,37539
32008,37283
37028,37422
24394,37214
37035,36148
37057,37683
37057,37438
37068,37289
37075,37170
37082,37438
37082,37333
33571,37234
37105,37471
37107,18335
37107,7124
37107,37464
37107,37557
37112,37471
37115,37357
37128,37276
23086,36148
29829,37454
37145,34917
37147,37283
20373,36837
37170,5410
25401,37471
25401,33563
37187,36837
7619,31318
31318,33563
31318,22171
37223,37289
34829,34114
18335,34114
10841,2616
37276,37289
37277,37503
37288,37410
37289,25616
37289,29543
37289,37364
37289,37558
37289,36019
37289,37380
37289,16313
35174,37640
37298,6032
37319,37519
15940,25599
15940,35616
15940,27751
15940,37503
37331,37696
37341,34114
37358,34114
12628,34114
37380,37485
37380,6028
34114,37535
34114,37431
34114,37460
34114,2730
37409,37471
7124,37557
9084,6558
37432,37686
37433,37471
37461,2347
37471,37598
37471,37627
37471,37644
37471,37393
37471,25270
37471,37697
37488,6908
37494,37577
37495,18377
31255,37602
37519,37678
19093,2347
37527,37596
37529,37601
37644,2347
25879,2347
25616,2347
2694,18391
2694,19
2694,18983
2694,28066
2694,28957
2694,35171
2694,1537
2694,33393
2694,6158
2694,33492
2694,33684
2695,30340
2695,33671
2695,21828
2695,8534
2695,4993
2695,33630
2695,7027
2695,15466
2695,15409
2695,36628
2696,34913
2696,18415
2696,22027
2696,5629
2696,21006
2696,31547
2696,14023
2696,31890
2696,35085
2696,36823
34526,23589
2698,36652
2699,34127
2699,12592
2699,23471
2699,36652
2700,6631
2700,31630
2700,11573
2700,6536
2700,33410
2700,17571
2700,21285
2701,17025
2701,15125
2701,35989
2701,3053
2701,25501
2701,5994
2701,28335
2701,7363
2701,29077
2701,36425
2701,8603
2701,3251
2701,35786
2701,6777
2701,9052
2701,2767
2701,30993
2701,13475
2701,12142
2701,18246
2701,22405
2701,19340
2701,27074
2701,10975
2701,10794
2701,36515
2701,13327
2701,10080
2701,7422
2701,14085
2701,6371
2701,29282
2701,2178
2701,28923
2701,36382
2701,7712
2701,19798
2701,5567
2701,10892
2701,30364
2701,25093
2701,6612
2701,10743
2701,35817
2701,28089
2701,5694
2701,17742
2701,28018
2701,35177
2701,21620
2701,23885
2701,13218
2701,28164
2701,10001
2701,10603
2701,13934
2701,35815
2701,11776
2701,9357
2701,13519
2701,15117
2701,12570
2701,37471
2701,28044
2701,8493
2701,7808
2701,27278
2701,9096
2701,5746
2701,4557
2701,25876
2701,25727
2702,23740
2702,23589
2702,37090
2702,17076
2702,9434
2702,14537
2702,18719
2702,27450
2702,3045
2702,33867
2702,10002
2702,3700
2702,31111
2702,31890
2702,29023
2702,22329
2702,24662
2702,31039
2702,35773
2702,33952
2702,4101
2702,32942
2702,14484
2702,7284
2702,23424
2702,15151
2702,15236
2702,34397
2702,8144
2702,12336
2702,24718
2702,28224
2702,10510
2702,30682
2702,21754
